Symbol,marketCap,trailingPE,forwardPE,pegRatio,priceToBook,trailingEps,forwardEps,bookValue,payoutRatio,beta,fiveYearAvgDividendYield,52WeekChange,averageVolume,enterpriseToRevenue,profitMargins
APD,-0.09915223730552604,-0.13031675203547063,0.04321020001624006,0.037564839277927385,-0.12067944498096875,0.13921322263525943,0.093709988954709,-0.04312615407451911,-0.04235834220507817,-0.4778591845488166,0.2505166442362822,-0.3986807913736584,-0.23498503161110812,0.402287155843099,0.5681862545196111
ABNB,-0.05733058907573962,-0.4090414763383082,0.18520141038823026,-0.10359899330419925,0.06008620232570127,-0.03231212124269894,-0.2280052307995287,-0.04608318834233262,-0.1718805881677566,0.30510915717383924,-1.1756484500518818,-0.594220497636008,-0.0379937364418401,0.42497867398381023,2.4279133102672072
AKAM,-0.2838036690560867,-0.1975819054651555,-0.22814156041417333,-0.06286792698603623,-0.16563954705644027,-0.1688742655292269,-0.14591999738397377,-0.04508455370197569,-0.1718805881677566,-0.8304238764356263,-1.1756484500518818,-0.8851043204457234,-0.23024675145740106,-0.06985566020748954,0.17735345778462067
ALB,-0.30000206574860655,-0.923326974305586,0.39204654782743076,14.044030014412812,-0.2309667873856652,-0.52878955544101,-0.30420094074132187,-0.04266939554937888,-0.04911399891895889,1.1590483134970866,-0.44363450785087716,-1.8259158829765247,-0.1407523937930849,-0.6261959514644011,-1.522062613421208
ARE,-0.2683503344046221,3.0926930859823814,0.2981036191171336,-0.5856762713712247,-0.23401875105440115,-0.3009117604568639,-0.26702332381320054,-0.041082904186100624,1.1562942283455429,0.30510915717383924,0.7869061708490873,-0.24919927084560203,-0.25027636810574716,1.4717742345276736,-0.6393053916394404
ALGN,-0.28350913085793844,0.08972591434347142,-0.07307081449409764,-0.06509976623634652,-0.138078689122978,-0.09236655818797933,-0.015246195309884056,-0.04406816840841186,-0.1718805881677566,1.3879864251118985,-1.1756484500518818,-1.4380725194017876,-0.2690910091635509,-0.24442111116717163,-0.1721304702695876
ALLE,-0.2929043727439787,-0.2574551078772594,-0.10826366343897327,-0.03999157467035562,0.012461596638273082,-0.07591328779201208,-0.1127914278440637,-0.04588333309628624,-0.10925840775454683,0.19521886359873003,-0.3615984626042128,0.6113645035788555,-0.2726983630420806,-0.218146721741085,0.10751648970532436
LNT,-0.28491122324263773,-0.23326449554503526,-0.13132334405307525,-0.05617240923510532,-0.19805373843238783,-0.23386468359329748,-0.27806618032650393,-0.045342419365881965,-0.010676641753775551,-1.0685195125150306,0.7616643107731906,-0.2751781656182153,-0.24007986842964435,0.2466313033340096,0.15963251406428525
ALL,-0.17235654746624338,-0.43903742674349044,-0.3695998206001377,-0.19845216144238711,-0.17548862782528488,0.11617864408090536,0.26855521708201213,-0.043397760454913864,-0.1019944842310596,-1.2883000996652498,0.32624222446397244,0.5692170665815108,-0.2252913439056675,-0.8558978105379168,-0.6437916915509652
GOOGL,6.165692332434025,-0.27567313532189214,-0.12962795868225604,-0.14488801943493984,-0.06511422469815747,-0.04753139635896859,-0.07819047743571321,-0.04545298668766471,-0.1658026148859893,-0.0016679123900081656,-1.1756484500518818,-0.4368396633107535,1.191547671681585,0.14113564882017654,0.9766652230605052
MO,-0.067119606204041,-0.6902664440843577,-0.4097920141943841,-0.061194047548303494,-0.2680056797119784,-0.09606854402707195,-0.2029747560360411,-0.04685229420492682,-0.02874114074104905,-0.8121088275064414,3.87272356512746,-0.5153336940566182,0.16381490222016484,0.009166556475513716,2.7225894250429095
AMZN,6.023300863357893,0.317018110193892,0.27301033194571295,-0.13261290355823319,-0.014822118196672576,-0.16188162561094085,-0.1853061856147557,-0.04555286084486499,-0.1718805881677566,0.2478746292701365,-1.1756484500518818,0.35253357705293525,1.9646646148323796,-0.3638501540130203,-0.4703208650235846
AMCR,-0.28384309612664815,-0.31054787093635877,-0.2694920553140185,-0.08964999798975987,-0.14309375376398015,-0.31407437677363775,-0.3689856989527015,-0.04661431782714393,0.03674002724019285,-0.40917775106437304,1.4747468579172731,-0.1454985205858491,0.2226721566535434,-0.7052181681474043,-0.6197151500583103
AMTM,-0.31276570211806404,-0.44836547317633885,-0.6792686237326635,-0.20291583994300771,-0.2680056797119784,-0.2655372291055344,-0.39806522110440035,-0.046757980493309426,-0.1718805881677566,-2.378045510951753,-1.1756484500518818,-0.9853630873907208,-0.08561723005080722,-1.0400175849252669,-0.6777381407030001
AEE,-0.2599098307133504,-0.37456782999577254,-0.1561450761179657,-0.029948298043959248,-0.20643173928791075,-0.1524209951332597,-0.21733046950333545,-0.04444558365235016,-0.04758921119670369,-1.3249301975236196,0.5723503602039655,-0.5093721324844063,-0.23391755782048254,0.15148616586681668,0.23941407199109563
AEP,-0.16456275798097875,-0.371384905444459,-0.19085312583588512,-0.05170873073448471,-0.2064717925324905,-0.12897508481900638,-0.1783123764896636,-0.044131204613625526,-0.02490799382815749,-1.1555159949286589,1.0330143065890804,-0.004455723702521998,-0.14639717193002338,-0.04557175482883348,-0.011370854241229092
AXP,0.2757873651128939,-0.374415764893637,-0.1534690297996146,-0.1281492250576126,-0.07434671187525456,0.22435889693438985,0.15370950934365726,-0.04450188316387687,-0.12980068043720286,0.39897378293591235,-0.3615984626042128,1.4571531565333404,-0.15197772594321537,-0.3726082838217158,0.22864699108483164
AIG,-0.17532520638169416,-0.5163295364412784,-0.3496887294528858,-0.16832233156319804,-0.23378019429188365,-0.11869179082152688,-0.14591999738397377,-0.043101399398510695,-0.11218090908449309,0.07617104555902787,0.48400384993832685,-0.12696587689887726,-0.07381601763395916,-0.8379834541110396,-1.1242760286440605
AMT,-0.003874568817205355,0.21940080095217426,0.2961316714058302,-0.1465618988726726,0.5416717158837857,-0.11498980498243426,-0.15475428259461643,-0.04631656665934504,0.08877340190886959,-0.47328042231652034,0.3199317594449984,0.04116402747656234,-0.18795676860558813,1.7187933048138375,0.6216481733383444
AWK,-0.2472715055571317,-0.13019367270746932,0.042387441609211984,-0.003724186852813204,-0.1862874715335187,-0.1330884024179982,-0.1886190425687467,-0.04397251805122166,-0.0470809486226186,-0.7960831596934048,-0.10286939682627158,-0.39391742618924597,-0.25931724905244113,0.8208859510177985,0.6200031912208448
AMP,-0.1709066313836885,-0.43084032145618584,-0.2824244596969664,-0.15604721568649138,0.04299113344938688,0.8680931011766077,1.0132118412957685,-0.04404598009190323,-0.1318125552440503,0.7034614713836118,-0.027143816598581384,0.8897868515454956,-0.28885488514460217,-0.4810896644066951,0.3326547988313724
AME,-0.20969292017452434,-0.11036891861563018,-0.0020188342583816873,-0.03831769523262288,-0.14008483752359363,-0.09853653458646701,-0.13009190304823895,-0.04462143274390889,-0.13276554757045983,0.30510915717383924,-0.7780891538565085,-0.38375441203281485,-0.2371412883055062,0.17636721645970183,0.4392793992672827
AMGN,0.2100097815604797,0.5839515207698024,-0.23252059028975056,-0.03887565504520047,0.5988235004198484,-0.09647987578697112,0.3616833070108704,-0.04616830593240909,0.14796481418252658,-0.9998380790305871,0.6859387305455007,-0.5321697723730782,-0.20087181252160707,0.3983061877482373,-0.263352205876377
APH,-0.07729738159799833,0.1799487376900222,0.2703449696672523,-0.07291120361243258,0.00255163312666893,-0.26594856086543356,-0.32260570159682744,-0.04635912545438327,-0.11688234213030141,0.4676552164203559,-0.582464738268309,0.944995154142942,0.10410706396674267,0.22991123733559066,0.15357598899530986
ADI,0.023679073569298503,0.955189412977085,0.19203980726634542,3.26145663635116,-0.17190304748618368,-0.19849015224196792,-0.12052142740337604,-0.04296848336275058,0.05520691558960879,0.0738816644428795,-0.05238567667447811,0.07255394563809285,-0.12507951139507947,1.4005149056296506,0.2563125994245957
ANSS,-0.24365003593957668,0.6707562821159322,0.2108301804744791,0.0866653027847541,-0.11341874854939675,-0.10182718866566046,-0.003835243579470572,-0.04333953617376231,-0.1718805881677566,0.17003567132110048,-1.1756484500518818,-0.43993156340040607,-0.292648085355341,1.3883729529403226,0.5725230255566552
AON,-0.08653245100988262,-0.1329357489829776,-0.07953148543876191,-0.08909203817718228,0.13186155624604695,0.17787840806578248,0.24057998058164368,-0.045315472591134144,-0.12897475587207535,-0.27868302744393025,-0.6834321785718959,-0.6123864530897459,-0.25773586355812134,0.30316105028104456,0.3262991113327555
APA,-0.3055807107674123,-0.8484507517334348,-0.46738516964354415,0.4253469090193425,-0.2163210906211249,0.04542958137824625,-0.27107237120141175,-0.04597395766612268,-0.1489664171194214,5.02123425643896,0.5344875700901204,-1.9940857071805027,0.03161619145646255,-0.6586408414375234,1.4184924654379798
AAPL,11.18564607523937,0.06690669833822548,0.2411009475543677,-0.026042579355916227,1.3608733021810757,-0.06398466675493583,-0.1227299987060367,-0.0465236932573075,-0.14062243986152484,0.4584976919557634,-0.7717786888375344,0.05940561186573574,2.7121399875420966,0.8364117265877588,0.9571497533938067
AMAT,0.1519347566120143,-0.3529083480390839,-0.12509239452196472,-0.11922186805637136,-0.024378469208748182,0.03185563330157328,-0.041380955724702025,-0.04553612604229343,-0.1395212042843405,1.1476014079163463,-0.582464738268309,0.0701090201942372,0.09367551112055103,0.06908012630318117,1.0545027859840035
APTV,-0.28256612956658195,-0.7775559181097353,-0.4138929679145607,-0.17948152781474955,-0.21879415360831012,0.2103736170978177,-0.11499999914672436,-0.044459217437192805,-0.1718805881677566,1.7245254491856716,-0.44363450785087716,-1.5575037601239394,-0.12050060441351595,-0.7933966114485893,0.36069419197138103
ACGL,-0.2046001343950035,-0.713094744319387,-0.332547104471418,-0.16943825118835318,-0.20617683524787675,0.2502727978080383,-0.06273047831708851,-0.043926056251110825,-0.1718805881677566,-1.018153127959772,-1.1756484500518818,-0.11236249271866253,-0.22443185655645384,-0.5147288448082757,1.611703092329737
ADM,-0.24934570546500479,-0.6152491114897246,-0.3732673574650375,-0.32957271739811744,-0.23144176695109822,-0.12815242129920806,-0.20150237516760064,-0.04428064158866555,-0.09172334894861195,-0.7480061562542943,0.4650724548814045,-1.45944545888923,-0.15796155047094865,-0.9538296256715127,-0.8008127268121169
ANET,0.07336411240125616,0.5257405367816219,0.5688509016067245,-0.0634258867986138,0.18854465443558763,-0.017092846126429244,-0.049479050501124444,-0.04532285087469605,-0.1718805881677566,0.08303918890747197,-1.1756484500518818,2.159104788660936,-0.20936821298112304,2.746878315311851,1.8968084020581697
AJG,-0.132011445653955,0.6352481852942196,0.06358306293662473,-0.05896220829799319,-0.10249981754735352,-0.12403910370021622,0.019722850315576537,-0.043934022658724765,-0.07675078273811668,-0.7182442017443688,-0.38052985766113534,-0.24366012121248729,-0.265067088833586,0.3127153737087125,-0.19912313137946538
AIZ,-0.30308535716548335,-0.5660568086568463,-0.3584939503610491,-0.08909203817718228,-0.20722756737623974,0.28194534332027515,0.2512547418778369,-0.041597085005048724,-0.1314737135279936,-1.0891239425603638,-0.001901956522684651,-0.04961688901569035,-0.2952574723276325,-0.8618692626802091,-0.504042998432324
T,0.16230979860734937,-0.5803394110963832,-0.4014879533590036,0.2267132157417256,-0.22349214263943246,-0.2630692385461393,-0.31450760682040496,-0.045972727952195695,-0.03678863149739596,-0.6907716283505914,3.304781713419784,0.14485370408524834,1.688923384860022,-0.5224917325932559,-0.24121971920456584
ATO,-0.2646060030002742,-0.3454044766654829,-0.09862444695921073,-0.04333933354582108,-0.21331538588429774,-0.05575803155695221,-0.13561333130489064,-0.0425617153820334,-0.07319293836623902,-0.8395814009002188,0.3641050145778175,-0.0905064959635634,-0.26781845741770893,0.36984226586997676,0.8561328969964525
ADSK,-0.1352335193092196,0.7094570021510259,0.23968829623099946,-0.029390338231381687,0.4920984157151525,-0.1334997341778974,-0.06015381179731772,-0.04614274926905698,-0.1718805881677566,1.0056597787151629,-0.8727461291411212,0.19561592210811352,-0.23414483524176286,1.1447377055347916,0.34155258187684157
ADP,0.04481817832276544,-0.04153949773830218,0.09841012179642832,-0.024926659730761077,0.5199890564295331,0.03925960497975852,0.00279047032851143,-0.046162210828597075,-0.04504789832627834,-0.5442512369171117,0.09906548378090213,-0.3606060518423242,-0.22346054088086462,0.2046320899332194,0.44107399998556035
AZO,-0.16078534537445038,-0.33039549403250534,-0.1474196507229885,-0.0980193951784235,-0.2680056797119784,5.81723683628355,6.086668218724439,-0.06176107852656771,-0.1718805881677566,-0.7594530618350349,-1.1756484500518818,-0.027034679489381534,-0.308126989531162,-0.3343909901110443,0.056746359806135876
AVB,-0.23319654011125857,0.12168297830357304,0.49436724851480374,-0.3959699350948489,-0.18616719408489327,-0.09154389466818094,-0.19340428039117818,-0.042337960913145206,0.06820994526567785,-0.12300511154585846,0.9635991913803645,-0.04856275946115543,-0.27233949145966724,1.7599963245956554,1.1793718830851005
AVY,-0.27976580350515445,-0.16044840105054917,-0.0848631124622681,-0.10415695311677682,-0.03895665799527263,-0.01462485556703414,-0.009724767053232367,-0.045240299644119374,-0.08179104267565666,-0.331338793115337,-0.17228451203498746,-0.2654972244049017,-0.2857811494476629,-0.5658842848272476,-0.4713677017343955
AXON,-0.22782758108980888,2.2874313594914324,1.5003382498693976,0.04258647759112561,0.25704164877791363,-0.1779235642470089,-0.17978475735810406,-0.04539337229511744,-0.1718805881677566,-0.22602726177252377,-1.1756484500518818,2.0218207717426306,-0.28021068610086364,2.561564250496043,0.18056865010518774
BKR,-0.21849717927878237,-0.4135261982950573,-0.274258680031828,-0.182829286690215,-0.1978634115715388,-0.25360860806845814,-0.3016242742215511,-0.04591936906092917,-0.08373939101402565,0.7492490937065742,0.7616643107731906,-0.7781835356494158,0.06469654180537888,-0.746023091119736,-0.46890019864938043
BALL,-0.27095924755091366,-0.09057160732895984,-0.12555835839794277,-0.09857735499100106,-0.17958251311590842,-0.2445593093506762,-0.2699680855500814,-0.04554997369042772,-0.09451878887055838,-0.3611007476252625,-0.5067391580406189,0.2682559560800321,-0.22759943545084518,-0.6761571010549144,1.25347070074318
BAC,0.6935064153287744,-0.506437865487813,-0.34528242179698926,-0.13093902412050046,-0.23237041968757927,-0.22111339903642288,-0.26407856207631963,-0.04486684087107659,-0.09667890904594138,0.6851464224544269,0.3641050145778175,0.8143478360614085,1.981338016481652,-0.8200690976841623,0.8458143728048646
BAX,-0.27555986431612556,-0.923326974305586,-0.3423637575264702,-0.13372882318338833,-0.1943402080487515,-0.3469809175655722,-0.281747132497605,-0.04595684860279073,0.3621551339448761,-1.0204425090759202,0.029650368572186125,-0.5986051166115802,-0.07672088306097345,-0.6403283882011599,0.21458994594356867
BDX,-0.11257846731740724,0.40208336690274615,-0.19064500539671433,-0.08295448023882895,-0.18688822190892868,-0.12897508481900638,0.12941522501438987,-0.041973003205945485,-0.012307317512298488,-1.3546921520335449,-0.3111147424524193,-1.1315514243977791,-0.23748069083746778,-0.1920713807197413,-0.48706977385630656
BRK-B,2.872180815268627,-0.5169396429019756,-0.011322740734176084,-0.14711985868525015,-0.2679722174868615,0.959820083634125,0.3465914031093558,22.338182299842746,-0.1718805881677566,-0.38857332101903996,-1.1756484500518818,0.07917650848078647,-0.09185142181880175,-1.118641704798784,0.35097384309524776
BBY,-0.27123815076310775,-0.4799565779614878,-0.2838825254678247,-0.9840595775516138,-0.07340473622833078,-0.09647987578697112,-0.14555190216686364,-0.04598534588640301,-0.03581446156373293,1.0102385409474592,0.9951515164752353,0.07821692876671993,-0.1550128796804178,-0.9317352527450308,-0.7984200255502995
TECH,-0.2995757769542321,0.9229877608829632,0.2603222340008013,-0.015999302729519854,-0.10559383863206342,-0.29145112997918277,-0.317820463774396,-0.0460588613929075,-0.10733124125895284,0.534047268788651,-0.9106089192549662,-0.6452092196723033,-0.26263132068011,0.9460873976011964,0.06459733604955989
BIIB,-0.24915865656483613,-0.28175513324093504,-0.363062847561325,-0.020462981230140464,-0.21689937556327132,-0.00845487916854645,0.2276966479827897,-0.04092731864142568,-0.1718805881677566,-2.5154083779206404,-1.1756484500518818,-1.666033907339282,-0.24938352220057647,-0.3722101870122297,-0.12420167311880725
BLK,0.13955638893684608,-0.2389272192007702,-0.08701048803291458,-0.11029451105513016,-0.15640894935418165,1.3222033641053033,1.4122270566431296,-0.03228954068917467,-0.06567488779123072,0.6393588001314645,0.3830364096347402,0.7985873510429095,-0.2849001749147189,0.5258962151885523,1.3258500634569863
BX,0.3377511802047667,0.6935901563263486,0.17346317307966808,-0.11029451105513016,0.2893475635869576,-0.21494342263793517,-0.18346570952920516,-0.046263528563015986,0.07481735872878377,1.060604925502718,1.064566631683951,1.2375856234469922,-0.12139030440504658,1.6871446084596877,0.47337554179200997
BK,-0.1585593564948585,-0.45664774483992565,-0.3383727591705051,-0.1554892558739138,-0.22377499340075988,-0.15036433633376378,-0.1595395204170479,-0.043989466717084875,-0.09009267319008903,0.06930290221058326,0.6922491955644747,1.2984134621815953,-0.0749048598945928,-1.4620002029805987,0.47838518528702584
BA,-0.019767589460872526,-0.923326974305586,1.1892663149803815,-0.20570563900589559,-0.2680056797119784,-0.5666320773517347,-0.3064095120439825,-0.04831939638564178,-0.1718805881677566,1.2139934602846416,0.38934687465371426,-1.2723590360720864,0.14816338829216746,-0.6588398898422665,-1.3696774518092107
BKNG,0.13341878578744656,-0.08082359780737258,-0.04595760332325574,-0.14042434093431924,-0.2680056797119784,5.535474580752612,6.9855567389073325,-0.05355487669686521,-0.14587448646040388,0.831666813887906,-1.1756484500518818,0.5394321169236417,-0.3007682820289926,0.2689247246652345,0.6591836743831053
BWA,-0.31028056129552284,-0.6391916640077567,-0.4638160220146586,-0.16553253250031016,-0.22925966497906,-0.19766748872216958,-0.22726904036530848,-0.04532771626458107,-0.14390496898582425,0.334871111683765,-0.1344217219211425,-1.2234913830350462,-0.16757166371591323,-0.8901341361537267,-0.6482032494568241
BSX,0.08014386230641131,1.0490658215154058,0.25624093076271165,-0.04389729335839864,-0.07609059452795902,-0.2840471583009975,-0.2972071316162297,-0.04601758577761916,-0.1718805881677566,-0.5534087613817043,-1.1756484500518818,1.0556435130821409,0.008985141655216786,0.7631619136423048,-0.12285582352218359
BMY,0.0032500235819350747,-0.923326974305586,-0.4615773313815493,-1.0605000718747415,-0.08059159826134135,-0.4683237867358305,-0.14150285477865243,-0.046309188375783135,-0.04515378636254605,-1.3249301975236196,0.9635991913803645,-1.129287888092636,0.43196848527696097,-0.3849492849157869,-2.071486640666035
AVGO,2.358385291514988,3.076082474010386,0.17273744438641203,-0.0980193951784235,-0.1762697596628333,-0.28363582654109837,-0.17168666258168158,-0.043591680994616966,0.17623691986600853,0.33258173056761664,0.5723503602039655,1.9167591654649603,1.2747388055484081,-0.6007177556572868,-0.20615165395009696
BR,-0.2533904648470996,0.107250101708021,0.00273978470746651,-0.08128060080109621,0.0874713934291301,-0.09401188522757604,-0.054264288323555926,-0.045764638969420825,-0.05622967495614985,0.04411970993295421,-0.14704265195909086,-0.20738297702868372,-0.28228787945623185,-0.15763600669918826,-0.21766656615855054
BRO,-0.23840677367404148,-0.08125276360386892,0.09063385835399308,-0.0634258867986138,-0.11661805805390137,-0.19190884408358103,-0.2504590390432455,-0.045627499133650634,-0.1410671696138493,-0.4847273278972609,-0.7465368287616376,0.491557442279133,-0.2281507419770535,0.4566273703379601,0.6497624131646991
BF.B,-0.3353433584684925,-0.923326974305586,-0.6792686237326635,-0.20291583994300771,-0.2680056797119784,-0.3346409647685968,-0.39806522110440035,-0.046757980493309426,-0.1718805881677566,-2.378045510951753,-1.1756484500518818,-0.9344030310723975,-0.3152695193450831,-1.0400175849252669,-1.0198944360972753
BLDR,-0.2663694259806208,-0.47461338664665975,-0.23159562026404457,0.43594814545831645,-0.1170769046432772,0.13222058271697337,0.04438522986195403,-0.0447816163493543,-0.1718805881677566,2.354105256126404,-1.1756484500518818,0.9046675144799589,-0.2249646437419885,-0.7247249118122263,-0.40310091394940123
BG,-0.2950148891312937,-0.6451354559923348,-0.4095516669645906,-0.27656653520324775,-0.23002810171889151,0.027330983942682314,-0.04506190789580313,-0.04298249140835362,-0.1076912605822631,-0.9265778833138473,0.6228340803557589,-1.25663669636372,-0.23511253014882297,-0.9753268533837653,-0.8453767728590836
BXP,-0.2860203786617482,1.3362805396787862,0.6740420282700709,-0.24866854457436896,-0.1969722012238303,-0.2910397982192836,-0.32923141550480944,-0.04478305992657293,0.6112885056755741,0.3737905906582828,1.8218224339608526,0.7476950928114647,-0.2481774501392041,0.8869700213925013,-0.6419224086445533
CHRW,-0.2944250383684316,0.15579978551986168,-0.010556459268257464,-0.10638879236708712,-0.0128734538987715,-0.22029073551662454,-0.22358808819420734,-0.04606928722837541,0.013995270696603848,-0.4847273278972609,0.3514840845398692,-0.11396940252905405,-0.23691763165275503,-0.871423586107877,-0.8776782623251933
CDNS,-0.11322843648796135,0.8883734563874283,0.38725212131644615,-0.0634258867986138,0.22302337475899797,-0.1762782372074122,-0.14371142608131307,-0.0459259988229703,-0.1718805881677566,-0.045166153596822675,-1.1756484500518818,-0.7531264334654997,-0.19394284869404446,5.737381548171902,0.8763961605793831
CZR,-0.30498057667905587,-0.923326974305586,0.2652483332976816,0.046492196279168604,-0.2016754089482366,-0.38770276179559104,-0.34837236679453526,-0.045692353176843316,-0.1718805881677566,4.409969498427412,-1.1756484500518818,-0.793950208241338,-0.031656619876640014,-0.4267494499118339,-1.202412679225286
CPT,-0.2949998217954067,-0.03204346055935483,1.429463473314369,-0.37420950240432344,-0.18826740875282832,-0.1845048724053958,-0.3380657007154521,-0.044368432469887635,0.06367793731341935,-0.2832617896762265,0.8373898910008808,-0.22290063465180934,-0.2554775130625736,1.0559621170193771,0.8852939436248525
CPB,-0.29027366577256486,-0.23435576034575653,-0.27580093720149484,-0.03441197654457986,-0.1559680708857541,-0.25689926214765163,-0.27254475206985224,-0.04607725363598935,-0.0060387563540529226,-1.979693196741981,0.7869061708490873,-0.4055080663781761,-0.1759358764456848,-0.5877796093489865,-0.5799364915805955
COF,-0.1432159917393549,-0.5159470179029657,-0.3871830719716209,-0.9120827617291065,-0.2339466461591663,0.10219336424433315,0.17800379367292465,-0.03931810430340968,-0.124061550989253,0.9323995829984232,-0.058696141693452296,1.1444736350492617,-0.18186242160242422,-0.500596408071517,0.2354512352981251
CAH,-0.2482592560485812,-0.02629656243595823,-0.292305275215011,-0.12033778768152652,-0.2680056797119784,-0.1927315076033794,-0.08702476264635589,-0.04746201844941929,-0.048648091559380914,-0.9723655056368097,0.7490433807352422,-0.3812342131040519,-0.20371743980121007,-1.015733679546611,-0.9917801977663587
KMX,-0.29963056666996407,-0.1781525096176619,-0.12521975875771416,0.02026808508802256,-0.213424902985001,-0.2252267166354147,-0.2589252290367781,-0.04463094966038728,-0.1718805881677566,1.474982907525527,-1.1756484500518818,-0.49604353060961753,-0.21060336990445086,-0.8206662428983913,-0.9071383891341289
CCL,-0.24384564880896684,-0.4221917048754049,-0.31485707092468257,-0.20012604088011984,-0.17334086539835472,-0.28651514886039264,-0.3354890341956814,-0.046395214884849115,-0.1718805881677566,3.796415359299717,1.4810573229362471,1.4129792960754284,1.403391181286826,-0.5804148183734925,-0.5418775497488548
CARR,-0.09993560752307971,-0.32698004956872173,0.08496377724938468,-0.05673036904768288,-0.10696738723475165,-0.17998022304650482,-0.2839557038002657,-0.0459424662964273,-0.12935595280263915,0.3508967794968016,-1.1756484500518818,0.9525881242696345,-0.11272093805218746,-0.32901668318298105,0.04725032667329801
CTLT,-0.30035067179534936,-0.923326974305586,0.24768886628748013,-0.11308431011801802,-0.17678274000816524,-0.5715680584705248,-0.3284952250705892,-0.04569336902747865,-0.1718805881677566,0.26618967819932143,-1.1756484500518818,0.20486138173983612,-0.2122703479925252,-0.32941477999246727,-2.7999894029750103
CAT,0.2713703782225906,-0.4329485681231552,-0.17650055927863784,-0.015441342916942291,0.0656195263719276,0.5678209164502058,0.4341980647815624,-0.04486919336728473,-0.12168965897685602,0.1242480489981381,0.20634338910346312,0.6097191777690832,-0.16956136505797062,-0.37061779977428505,0.2201976152102101
CBOE,-0.26412321169632347,-0.11268819384162405,-0.0041666465064078145,-0.062309967173458644,-0.10094721856623899,-0.03765943412138828,-0.060890002231537926,-0.04470601567575623,-0.10735241886620638,-0.8418707820163669,-0.2669414873196002,-0.08938004589773893,-0.2653526546924994,0.1508890206525874,0.4919189017991807
CBRE,-0.2140590482437805,0.22258168658021216,-0.06876051763808708,-0.07123732417469986,-0.13359651675304207,-0.21247543207854006,-0.18125713822654452,-0.045274945497366575,-0.1718805881677566,0.831666813887906,-1.1756484500518818,1.3849709975262814,-0.21939530817555075,-0.7732927225695382,-0.8114303237070488
